Employee_ID,Age,Gender,Department,Education_Level,Experience_Years,Salary,Training_Hours,Projects_Completed,Overtime_Hours,Absenteeism_Days,Last_Performance_Score,Performance_Level
1219,24,Female,Marketing,Masters,22,154278,27,14,46,14,4,Medium
1220,58,Female,Marketing,Bachelors,10,76289,49,9,29,8,1,Low
1221,47,Male,HR,Bachelors,17,38953,63,3,1,15,4,Medium
1222,44,Female,IT,Masters,21,120932,27,9,7,1,4,Medium
1223,36,Male,Sales,Bachelors,13,161140,85,10,13,14,5,Medium
1224,25,Male,Marketing,Masters,7,98930,55,4,36,14,4,Medium
1225,50,Female,IT,Masters,22,21067,58,8,34,6,4,Medium
1226,43,Female,Sales,PhD,14,70658,4,4,41,12,5,Medium
1227,46,Male,Finance,Bachelors,16,72165,53,10,38,16,5,Medium
1228,34,Male,Finance,Bachelors,20,100781,43,2,10,10,3,Medium
1229,39,Female,Sales,PhD,17,160931,41,3,14,9,4,Medium
1230,54,Male,HR,Masters,5,49164,71,9,1,0,2,Low
1231,37,Female,Sales,Bachelors,22,124946,91,6,36,13,1,Low
1232,23,Male,Sales,PhD,29,147580,56,0,42,4,1,Low
1233,56,Male,HR,PhD,13,119251,46,5,31,7,5,Medium
1234,55,Female,HR,Bachelors,22,40773,75,7,39,0,5,Medium
1235,51,Female,IT,PhD,2,53939,24,16,12,6,3,Medium
1236,34,Female,IT,Masters,6,199671,43,6,42,1,4,Medium
1237,34,Female,HR,PhD,14,157186,14,0,16,6,5,Medium
1238,39,Female,Finance,Masters,20,118475,50,8,14,6,5,Medium
1239,53,Female,Finance,Masters,23,32818,52,10,32,8,1,Low
1240,53,Female,Sales,Bachelors,27,29335,33,18,15,3,4,Medium
1241,56,Male,Marketing,PhD,15,75008,76,1,12,6,3,Medium
1242,50,Male,Sales,Masters,15,91745,7,10,21,19,5,Medium
1243,50,Male,Sales,Masters,7,194220,76,2,22,17,5,Medium
1244,37,Female,Marketing,PhD,6,23577,99,16,35,12,5,Medium
1245,31,Female,HR,Masters,5,93916,69,9,42,10,1,Low
1246,51,Female,Finance,PhD,1,155148,95,2,49,8,5,Medium
1247,46,Male,Sales,Bachelors,21,183997,20,2,49,13,5,Medium
1248,41,Female,Marketing,Masters,12,79314,6,6,9,7,1,Low
1249,26,Female,IT,Masters,11,61205,89,1,16,13,5,Medium
1250,22,Male,Sales,PhD,14,162167,78,0,29,16,4,Medium
1251,51,Female,Finance,PhD,26,133583,55,6,12,13,4,Medium
1252,24,Male,HR,PhD,8,104715,48,19,29,4,1,Low
1253,35,Male,Sales,PhD,1,76680,41,10,45,9,4,Medium
1254,51,Female,Sales,Masters,16,48400,22,5,29,5,3,Medium
1255,25,Female,Marketing,Bachelors,26,127345,51,3,6,9,5,Medium
1256,39,Female,IT,Bachelors,28,107110,78,18,9,10,3,Medium
1257,58,Male,IT,Bachelors,4,140120,52,18,34,5,4,Medium
1258,46,Male,HR,Bachelors,10,48562,15,13,1,9,1,Low
1259,22,Male,Finance,PhD,21,191735,95,2,29,13,1,Low
1260,36,Female,HR,Masters,18,38510,36,3,18,19,3,Medium
1261,30,Female,Sales,Masters,23,81608,17,7,38,2,4,Medium
1262,36,Female,Sales,Masters,6,72182,19,17,36,6,5,Medium
1263,45,Female,IT,PhD,1,46883,45,3,2,1,4,Medium
1264,25,Male,Finance,Masters,15,186916,1,10,24,6,4,Medium
1265,33,Male,Marketing,PhD,11,169800,86,15,33,16,1,Low
1266,58,Male,Finance,Masters,22,31094,93,2,21,12,2,Low
1267,58,Male,Sales,Bachelors,14,153479,62,6,37,8,5,Medium
1268,27,Female,Marketing,PhD,0,32644,2,1,13,12,5,Medium
1269,45,Female,Finance,Masters,24,105834,45,0,38,14,1,Low
1270,32,Female,Finance,Bachelors,12,128982,48,0,1,12,4,Medium
1271,34,Male,Marketing,Bachelors,22,72748,0,5,31,16,1,Low
1272,55,Male,Sales,Bachelors,5,79021,21,18,42,7,4,Medium
1273,46,Female,Finance,PhD,12,82651,92,6,2,8,2,Low
1274,28,Female,Marketing,PhD,17,56807,13,4,40,8,2,Low
1275,25,Male,Sales,Masters,2,185144,91,17,7,7,3,Medium
1276,29,Female,Marketing,Bachelors,0,189470,84,12,25,15,4,Medium
1277,41,Male,Marketing,Masters,14,48669,44,0,31,19,1,Low
1278,50,Male,Finance,Masters,25,181233,95,9,10,6,1,Low
1279,31,Male,Sales,Bachelors,12,158354,5,8,49,16,1,Low
1280,55,Female,Finance,Masters,4,46539,64,16,0,6,3,Medium
1281,47,Female,HR,PhD,24,154379,20,0,14,5,5,Medium
1282,24,Male,HR,Masters,12,37745,3,0,3,4,1,Low
1283,27,Female,Sales,Bachelors,21,190505,2,6,3,16,2,Low
1284,26,Male,Marketing,PhD,4,54555,29,3,27,7,1,Low
1285,26,Male,Finance,PhD,27,152145,30,11,9,0,1,Low
1286,44,Male,Finance,Masters,18,52683,33,15,10,15,1,Low
1287,30,Male,Sales,Masters,20,45741,82,13,49,16,5,Medium
1288,56,Female,Sales,PhD,23,173358,19,9,22,2,1,Low
1289,41,Male,HR,Masters,27,23599,86,13,46,12,5,Medium
1290,56,Male,IT,Bachelors,17,148513,53,6,2,7,5,Medium
1291,39,Female,Sales,Masters,20,47293,24,3,38,15,3,Medium
1292,38,Male,IT,Masters,21,35389,14,1,38,6,2,Low
1293,45,Male,Sales,PhD,9,32318,37,17,16,14,1,Low
1294,24,Female,Marketing,Masters,23,199947,22,15,21,1,1,Low
1295,53,Female,Marketing,Masters,7,23055,51,8,26,1,1,Low
1296,56,Female,HR,Masters,14,141164,65,4,15,9,5,Medium
1297,59,Male,HR,Bachelors,20,102579,56,8,15,4,4,Medium
1298,34,Female,IT,Masters,24,157392,56,7,39,3,2,Low
1299,46,Female,Sales,Bachelors,19,124817,78,19,2,14,1,Low
1300,30,Male,Finance,Bachelors,27,24642,51,15,46,12,4,Medium
1301,25,Male,HR,Bachelors,24,29321,34,19,32,16,4,Medium
1302,35,Male,Finance,Bachelors,26,99968,73,17,41,0,4,High
1303,58,Male,Finance,PhD,22,122770,13,3,1,17,2,Low
1304,55,Male,Sales,Bachelors,21,177116,90,15,38,14,4,Medium
1305,32,Female,IT,Masters,3,173043,13,3,45,13,1,Low
1306,24,Female,Sales,Bachelors,1,129762,98,5,47,8,1,Low
1307,49,Female,HR,Masters,23,134183,32,2,26,11,3,Medium
1308,50,Male,Finance,Bachelors,5,137159,51,17,14,4,5,High
1309,30,Male,Sales,PhD,27,45727,0,14,6,1,4,Medium
1310,24,Male,Sales,Bachelors,2,173631,33,7,44,6,5,Medium
1311,46,Female,Sales,Bachelors,6,93820,18,17,41,8,5,Medium
1312,55,Female,HR,PhD,9,129062,23,2,8,17,5,Medium
1313,33,Male,IT,Bachelors,22,47476,3,5,40,3,5,Medium
1314,30,Female,Sales,Masters,5,162063,35,14,5,1,5,Medium
1315,36,Male,HR,Bachelors,15,140355,76,11,11,0,1,High
1316,46,Female,Finance,Bachelors,1,90047,57,4,29,11,2,Low
1317,26,Female,Marketing,Bachelors,23,161868,31,6,19,12,4,Medium
1318,32,Female,HR,PhD,16,23881,8,14,19,13,4,Medium
1319,55,Male,Marketing,Bachelors,12,35668,79,6,45,4,1,Low
1320,45,Female,Sales,Bachelors,0,185384,66,12,26,2,1,High
1321,36,Female,Sales,Masters,5,48106,19,2,19,3,5,Medium
1322,59,Male,HR,Bachelors,4,35729,73,12,6,16,2,Low
1323,29,Female,Marketing,Bachelors,24,149354,61,2,39,18,4,Medium
1324,26,Male,Sales,Bachelors,12,90320,57,1,39,10,3,Medium
1325,47,Male,Finance,Bachelors,27,74913,21,3,29,7,1,Low
1326,39,Male,IT,Masters,22,79402,66,16,7,11,3,Medium
1327,27,Male,IT,Masters,17,141649,74,5,1,17,4,Medium
1328,58,Male,Sales,PhD,28,123930,88,10,13,17,1,Low
1329,34,Female,Marketing,Bachelors,11,188354,47,5,9,8,4,Medium
1330,49,Male,Sales,PhD,6,189290,7,1,49,4,1,Low
1331,26,Male,Marketing,PhD,14,169022,72,16,17,16,4,Medium
1332,34,Male,Finance,Bachelors,2,79739,14,2,17,12,3,Medium
1333,38,Male,Marketing,Masters,15,24507,31,11,15,5,2,Low
1334,53,Female,Sales,Masters,0,197375,52,13,4,13,1,Low
1335,50,Male,Finance,Bachelors,26,122552,66,1,30,14,3,Medium
1336,24,Female,HR,Bachelors,15,99059,3,4,36,13,4,Medium
1337,55,Male,IT,Masters,23,175739,29,9,19,3,3,Medium
1338,48,Female,Sales,Bachelors,29,155064,12,9,22,17,1,Low
1339,34,Male,Sales,Bachelors,11,150514,20,8,31,0,3,Medium
1340,54,Male,Sales,Bachelors,18,107680,40,12,41,11,4,Medium
1341,27,Female,Finance,Masters,26,45530,18,9,16,8,5,Medium
1342,45,Male,HR,PhD,7,35305,47,5,12,9,2,Low
1343,40,Female,Marketing,PhD,22,129097,85,10,48,17,2,Low
1344,37,Male,HR,Bachelors,11,72044,62,3,49,16,5,Medium
1345,49,Female,Finance,Masters,14,150436,19,13,12,18,1,Low
1346,54,Male,Sales,Bachelors,1,109363,63,16,16,3,3,High
1347,34,Male,IT,Masters,28,78817,36,19,14,15,3,Medium
1348,46,Female,Sales,Bachelors,29,123038,30,1,25,6,5,Medium
1349,57,Male,Marketing,Masters,29,66666,73,9,43,8,5,Medium
1350,48,Male,IT,Masters,16,177245,17,2,27,7,4,Medium
1351,59,Male,Sales,PhD,6,38909,19,6,41,6,4,Medium
1352,28,Male,IT,Bachelors,12,182079,81,6,44,9,2,Low
1353,26,Male,HR,PhD,0,164057,10,0,29,7,1,Low
1354,52,Male,Finance,PhD,5,42525,85,7,42,16,1,Low
1355,44,Female,Sales,Masters,12,132293,43,0,34,11,5,Medium
1356,31,Female,Marketing,Bachelors,10,121046,81,7,21,13,2,Low
1357,53,Female,HR,Masters,9,57403,63,13,9,11,2,Low
1358,51,Male,Sales,Masters,15,188265,33,13,10,1,4,Medium
1359,52,Female,HR,Masters,26,154902,86,1,37,11,3,Medium
1360,39,Male,Marketing,Bachelors,25,151605,64,7,32,13,1,Low
1361,57,Male,Sales,Bachelors,23,172018,54,18,5,6,2,Low
1362,23,Male,Marketing,Masters,22,43504,73,9,36,12,4,Medium
1363,35,Male,IT,Bachelors,19,130551,0,6,6,3,4,Medium
1364,34,Female,Marketing,Masters,16,75715,37,12,43,0,4,Medium
1365,50,Male,IT,Bachelors,16,179327,8,14,11,16,3,Medium
1366,33,Female,Sales,Bachelors,3,56855,94,10,6,2,2,Low
1367,23,Male,IT,PhD,4,61721,70,13,1,16,5,Medium
1368,53,Female,Sales,Masters,27,131597,16,10,0,7,5,Medium
1369,34,Female,Sales,PhD,22,192922,98,1,22,2,4,Medium
1370,48,Female,Finance,PhD,13,120659,51,1,24,9,4,Medium
1371,38,Female,Sales,Masters,19,54723,17,11,17,1,3,Medium
1372,52,Female,IT,Masters,9,186811,62,14,43,3,4,High
1373,55,Female,Finance,Bachelors,13,25539,32,16,6,13,2,Low
1374,45,Male,Finance,Masters,27,136360,3,13,2,10,4,Medium
1375,56,Female,Sales,PhD,0,121140,86,15,28,13,4,Medium
1376,27,Male,Marketing,PhD,10,172383,74,7,9,12,2,Low
1377,40,Female,Marketing,Masters,25,89180,51,16,42,3,1,High
1378,51,Male,Finance,PhD,22,136985,8,4,4,1,5,Medium
1379,28,Female,Sales,Bachelors,17,105981,63,11,33,1,4,High
1380,31,Female,Marketing,PhD,15,55934,29,5,7,10,2,Low
1381,53,Male,Sales,Bachelors,28,160583,7,17,13,4,5,Medium
1382,55,Female,Sales,PhD,26,151255,4,4,39,8,3,Medium
1383,49,Female,Finance,Bachelors,17,29475,75,5,5,19,1,Low
1384,36,Female,Finance,Bachelors,7,79577,62,8,0,16,4,Medium
1385,51,Male,HR,Masters,27,46008,0,14,32,11,1,Low
1386,58,Female,Marketing,Bachelors,9,199013,14,9,39,17,4,Medium
1387,50,Male,Marketing,Masters,25,62756,88,16,10,2,4,High
1388,43,Female,Marketing,PhD,9,100730,81,18,49,4,4,High
1389,25,Female,IT,PhD,4,178984,37,11,23,19,1,Low
1390,41,Male,Sales,PhD,9,102702,41,8,9,13,3,Medium
1391,53,Female,Finance,Bachelors,17,66840,45,14,43,15,2,Low
1392,57,Female,Marketing,PhD,20,58623,52,13,22,18,2,Low
1393,25,Male,HR,PhD,23,83303,25,0,15,8,3,Medium
1394,48,Female,Marketing,Masters,5,66062,60,16,36,16,3,Medium
1395,38,Male,Sales,Masters,2,76690,66,0,15,6,4,Medium
1396,33,Male,Sales,PhD,7,118980,53,12,43,9,4,Medium
1397,43,Male,Finance,PhD,29,174706,21,7,30,3,2,Low
1398,38,Female,IT,Bachelors,8,155162,25,12,5,9,4,Medium
1399,31,Male,Finance,Bachelors,4,65266,82,15,29,2,4,High
1400,22,Male,Marketing,PhD,28,181080,59,1,36,8,3,Medium
1401,43,Female,HR,Masters,1,107643,38,12,0,12,1,Low
1402,47,Male,Finance,PhD,1,78704,35,17,41,0,5,Medium
1403,39,Female,IT,Bachelors,6,137374,20,2,24,14,5,Medium
1404,35,Female,Finance,Masters,16,28382,40,12,45,14,4,Medium
1405,50,Female,Sales,Masters,9,198846,47,18,20,10,4,Medium
1406,33,Female,Marketing,Bachelors,11,109609,25,12,34,9,5,Medium
1407,57,Male,Marketing,PhD,1,66698,62,18,37,6,3,Medium
1408,56,Male,Marketing,PhD,9,21110,76,3,4,0,5,Medium
1409,33,Male,Marketing,PhD,19,135266,35,18,48,6,5,Medium
1410,28,Male,Marketing,Bachelors,0,151458,23,17,49,4,5,Medium
1411,50,Male,Marketing,Masters,3,67801,89,5,11,15,4,Medium
1412,32,Female,HR,Bachelors,12,134012,20,18,4,7,4,Medium
1413,54,Male,IT,PhD,11,116085,17,3,8,1,5,Medium
1414,27,Male,Marketing,Bachelors,10,51566,14,3,43,7,4,Medium
1415,36,Male,IT,Masters,28,183593,78,6,8,13,5,Medium
1416,53,Female,Marketing,Bachelors,9,43798,5,6,34,3,3,Medium
1417,32,Female,Finance,PhD,14,164637,42,15,0,14,4,Medium
1418,44,Male,Marketing,Masters,4,43027,30,15,46,6,1,Low
1419,47,Female,Sales,Bachelors,24,25631,27,4,9,19,4,Medium
1420,55,Male,HR,Bachelors,16,76878,7,14,45,7,3,Medium
1421,55,Male,Finance,Masters,27,65206,28,3,38,10,3,Medium
1422,50,Female,Finance,Masters,4,123473,20,12,35,1,4,Medium
1423,25,Female,Sales,PhD,1,78334,80,18,36,8,2,Low
1424,38,Male,Marketing,Masters,8,92323,87,6,47,5,5,Medium
1425,56,Male,HR,PhD,5,73619,57,11,34,0,5,High
1426,34,Female,Finance,Bachelors,17,123536,59,8,16,2,3,Medium
1427,36,Male,HR,PhD,13,177947,49,16,12,9,4,Medium
1428,50,Female,Finance,Bachelors,18,175586,99,1,5,4,2,Low
1429,50,Male,Marketing,Masters,13,173652,30,15,36,11,1,Low
1430,32,Female,Finance,Bachelors,7,155360,46,6,47,0,5,Medium
1431,53,Male,Finance,Masters,16,26734,33,17,31,8,2,Low
1432,23,Male,IT,Bachelors,27,59008,1,6,10,12,5,Medium
1433,35,Female,Marketing,Bachelors,2,69349,66,0,16,18,4,Medium
1434,41,Male,Sales,Bachelors,28,158886,93,2,4,6,5,Medium
1435,43,Male,Sales,Bachelors,9,194226,71,10,5,15,1,Low
1436,32,Female,Marketing,PhD,16,158923,51,14,9,7,4,Medium
1437,48,Male,Sales,Bachelors,26,144478,6,2,32,18,3,Medium
1438,24,Male,Marketing,PhD,10,152672,75,12,29,6,2,Low
1439,38,Male,Sales,Masters,7,76614,18,3,20,3,5,Medium
1440,49,Female,IT,Masters,0,23692,89,7,41,9,4,Medium
1441,50,Female,Sales,PhD,12,146745,91,3,16,0,4,Medium
1442,42,Female,Finance,Masters,20,40373,14,17,26,16,5,Medium
1443,37,Male,Marketing,Masters,3,132413,77,6,2,12,3,Medium
1444,58,Male,HR,Bachelors,6,34507,47,10,28,18,5,Medium
1445,41,Male,HR,Bachelors,13,82931,13,3,1,12,3,Medium
1446,27,Male,Marketing,Bachelors,4,95499,2,12,28,8,5,Medium
1447,40,Female,IT,PhD,23,134362,49,8,48,4,4,Medium
1448,26,Male,Sales,PhD,27,117449,92,8,35,0,1,Low
1449,24,Male,IT,Masters,29,116819,53,18,33,1,1,High
1450,22,Male,HR,Bachelors,10,59423,5,2,36,10,4,Medium
1451,59,Female,Marketing,PhD,16,123612,48,11,41,3,1,Low
1452,36,Male,Marketing,PhD,4,106120,22,10,0,8,3,Medium
1453,55,Male,IT,Bachelors,19,137409,91,19,25,4,4,High
1454,56,Male,IT,PhD,2,110918,77,10,0,4,3,Medium
1455,46,Male,Sales,Bachelors,4,86600,77,16,3,7,4,Medium
1456,45,Male,Finance,Masters,25,61848,19,13,38,1,3,Medium
1457,33,Female,Finance,Masters,14,26820,76,15,13,6,3,Medium
1458,39,Male,Sales,Masters,18,28512,90,9,45,16,1,Low
1459,36,Male,Finance,Bachelors,15,187797,59,3,17,10,4,Medium
1460,37,Male,HR,PhD,7,71534,98,9,33,14,5,Medium
1461,48,Male,Finance,Masters,12,145191,44,19,0,2,1,Low
1462,29,Male,Sales,Masters,15,190848,60,11,21,12,3,Medium
1463,46,Male,Finance,Masters,2,80945,55,8,15,17,3,Medium
1464,38,Male,Marketing,PhD,0,103420,1,14,21,19,5,Medium
1465,50,Male,IT,PhD,8,198527,44,8,49,19,5,Medium
1466,29,Male,HR,Bachelors,8,103488,39,6,15,2,3,Medium
1467,36,Male,Marketing,Masters,21,29711,23,11,27,1,5,Medium
1468,48,Female,Marketing,PhD,25,106009,28,19,27,4,2,Low
1469,28,Female,Sales,Bachelors,16,29597,66,13,21,19,1,Low
1470,24,Female,IT,Masters,23,80067,67,15,5,4,4,High
1471,50,Female,IT,PhD,1,68022,65,18,24,12,5,Medium
1472,45,Male,HR,PhD,8,132673,83,2,41,7,5,Medium
1473,24,Female,Sales,Bachelors,29,169854,53,10,1,15,2,Low
1474,41,Female,HR,Masters,23,71782,52,19,6,17,4,Medium
1475,36,Male,Finance,Masters,18,130716,78,18,16,15,2,Low
1476,46,Female,Marketing,PhD,12,138030,48,7,34,0,4,Medium
1477,51,Female,HR,Masters,4,92036,31,19,19,7,1,Low
1478,35,Male,Marketing,Bachelors,8,55342,60,7,43,1,5,Medium
1479,28,Male,Sales,PhD,12,105745,41,2,1,4,1,Low
1480,38,Male,Finance,PhD,0,172049,0,9,6,14,4,Medium
1481,41,Female,Sales,Bachelors,24,77396,62,12,31,13,5,Medium
1482,57,Female,Finance,PhD,14,134836,34,8,48,2,2,Low
1483,30,Male,Finance,Masters,3,126998,50,5,18,6,3,Medium
1484,59,Male,Marketing,Masters,3,70021,70,14,11,3,2,High
1485,43,Female,Sales,PhD,19,150672,44,15,8,10,3,Medium
1486,23,Male,Sales,Bachelors,9,138559,76,4,26,11,2,Low
1487,45,Female,HR,Bachelors,27,86836,64,12,13,14,4,Medium
1488,29,Male,Sales,Masters,24,178147,13,18,1,5,1,Low
1489,32,Male,HR,Bachelors,29,181874,92,1,20,0,3,Medium
1490,34,Female,IT,PhD,5,97017,2,5,3,17,4,Medium
1491,38,Male,IT,PhD,26,122689,23,0,20,13,1,Low
1492,29,Male,IT,Masters,23,100291,64,14,47,6,1,Low
1493,42,Male,Sales,Masters,11,110450,47,14,21,9,5,Medium
1494,39,Female,Sales,Masters,29,186664,9,13,48,8,5,Medium
1495,51,Male,HR,Bachelors,19,76006,12,6,1,1,5,Medium
1496,39,Male,Finance,PhD,15,177341,99,4,16,7,3,Medium
1497,52,Male,HR,PhD,2,124268,72,19,18,0,3,High
1498,59,Male,IT,PhD,13,70138,13,15,39,19,1,Low
1499,53,Male,HR,Masters,0,82398,99,16,23,1,3,High
1500,32,Male,Finance,PhD,9,170946,9,10,19,6,1,Low
1501,46,Female,Sales,Bachelors,14,77228,39,14,37,15,4,Medium
1502,54,Female,HR,Bachelors,6,82670,22,19,11,3,2,Low
1503,59,Male,IT,PhD,3,145613,98,15,24,16,1,Low
1504,29,Female,IT,Masters,13,122071,54,2,22,3,1,Low
1505,32,Female,Sales,PhD,23,130572,62,5,49,2,4,Medium
1506,43,Male,HR,Bachelors,15,158997,70,12,33,8,5,Medium
1507,45,Female,Finance,Bachelors,13,23107,41,0,31,14,5,Medium
1508,38,Female,Sales,Bachelors,2,106388,98,13,23,19,5,Medium
1509,33,Female,HR,PhD,16,115719,65,1,41,2,1,Low
1510,53,Female,Marketing,Bachelors,20,138018,78,1,24,11,1,Low
1511,36,Female,IT,Masters,13,47617,72,14,2,14,3,Medium
1512,37,Female,Finance,PhD,17,94258,46,17,24,19,3,Medium
1513,43,Female,Finance,PhD,2,70075,80,8,27,7,2,Low
1514,49,Female,Finance,Bachelors,29,146998,51,2,11,11,2,Low
1515,41,Male,IT,Bachelors,21,42631,17,3,25,12,3,Medium
1516,54,Male,HR,Masters,18,143120,78,14,47,14,1,Low
1517,31,Female,Sales,PhD,2,117158,17,4,43,10,4,Medium
1518,53,Female,HR,Bachelors,11,158955,23,19,7,16,3,Medium
1519,54,Male,Sales,Masters,21,170780,22,19,4,11,1,Low
1520,23,Female,Finance,Bachelors,4,66221,11,4,10,19,3,Medium
1521,54,Female,HR,PhD,9,168269,22,9,41,17,5,Medium
1522,54,Male,Finance,Bachelors,8,172206,20,15,34,15,3,Medium
1523,34,Male,Marketing,PhD,0,125922,63,11,26,2,5,High
1524,51,Male,Finance,Bachelors,12,53550,89,13,40,8,1,Low
1525,54,Female,Finance,PhD,2,34642,71,10,43,6,5,Medium
1526,34,Female,Sales,Masters,18,171511,93,18,37,18,3,Medium
1527,47,Male,Marketing,PhD,10,126093,33,5,18,4,5,Medium
1528,43,Male,Finance,Masters,15,175655,1,9,47,18,4,Medium
1529,23,Female,Finance,PhD,5,113885,68,19,31,9,5,Medium
1530,59,Male,Marketing,Masters,23,99538,30,2,45,19,5,Medium
1531,47,Female,Marketing,Bachelors,2,82014,96,14,27,11,2,Low
1532,36,Female,HR,PhD,18,39523,67,10,35,7,4,Medium
1533,55,Male,Sales,Bachelors,5,130285,69,1,17,2,1,Low
1534,32,Male,Marketing,Masters,7,125879,86,5,9,18,5,Medium
1535,24,Female,Marketing,PhD,21,110629,18,16,31,10,4,Medium
1536,27,Male,IT,PhD,12,96830,71,17,17,7,1,Low
1537,30,Male,Marketing,Bachelors,11,65538,12,3,11,12,4,Medium
1538,27,Male,Sales,PhD,29,67310,64,8,7,9,2,Low
1539,30,Male,Finance,PhD,9,161980,5,9,32,17,1,Low
1540,52,Female,Finance,Bachelors,2,135266,70,1,45,11,1,Low
1541,53,Female,Finance,PhD,3,32699,26,10,37,6,5,Medium
1542,33,Female,Finance,Bachelors,0,86912,78,10,13,10,3,Medium
1543,29,Female,IT,Bachelors,12,165327,51,10,1,9,1,Low
1544,29,Male,Marketing,Bachelors,23,99183,97,0,8,2,1,Low
1545,49,Male,Finance,Bachelors,3,80282,86,13,43,6,2,Low
1546,41,Female,HR,Bachelors,21,78249,47,0,4,3,2,Low
1547,28,Female,Finance,Masters,10,58176,87,8,33,7,2,Low
1548,32,Male,Marketing,Masters,18,28163,78,0,18,7,5,Medium
1549,41,Female,Finance,Bachelors,10,74210,98,3,6,5,1,Low
1550,37,Female,IT,Masters,11,143844,67,0,38,12,2,Low
1551,25,Male,Sales,Masters,10,124587,43,18,41,11,2,Low
1552,27,Female,Sales,PhD,5,91979,16,9,16,2,4,Medium
1553,43,Male,Marketing,Bachelors,11,98860,94,14,25,5,4,Medium
1554,47,Male,Sales,Masters,26,172215,37,19,45,18,2,Low
1555,24,Female,Sales,PhD,8,24920,9,3,26,10,5,Medium
1556,35,Male,HR,PhD,24,102911,53,19,42,3,3,High
1557,32,Female,Marketing,Bachelors,9,57996,90,13,27,14,4,Medium
1558,39,Male,Marketing,Bachelors,2,162820,5,4,19,1,4,Medium
1559,33,Female,Sales,PhD,2,114071,5,14,5,14,1,Low
1560,44,Female,Sales,Bachelors,19,67252,51,14,7,16,1,Low
1561,33,Female,Sales,Bachelors,27,142734,14,15,31,1,2,Low
1562,34,Male,IT,PhD,22,157522,67,15,18,6,1,Low
1563,46,Male,Finance,PhD,15,72756,56,3,31,15,1,Low
1564,40,Female,IT,Bachelors,2,70235,55,8,18,4,3,Medium
1565,57,Male,Marketing,Masters,9,110546,6,0,23,15,5,Medium
1566,29,Female,HR,Bachelors,23,151092,50,4,23,18,2,Low
1567,50,Female,Finance,Masters,10,145802,57,8,16,1,3,Medium
1568,53,Male,HR,PhD,7,128421,63,19,17,14,2,Low
1569,39,Female,Marketing,Masters,5,160736,25,4,11,3,5,Medium
1570,27,Male,Marketing,PhD,19,86635,57,3,40,1,2,Low
1571,39,Female,HR,Bachelors,10,43225,30,15,22,9,1,Low
1572,40,Male,HR,Bachelors,27,126885,65,1,47,4,5,Medium
1573,43,Female,HR,PhD,26,105333,91,15,17,17,3,Medium
1574,58,Female,Marketing,PhD,20,191297,12,17,15,3,3,Medium
1575,53,Male,Sales,PhD,11,30807,17,1,15,0,4,Medium
1576,24,Female,HR,Bachelors,15,26402,93,15,35,17,3,Medium
1577,49,Female,Finance,Bachelors,17,24521,74,0,22,19,4,Medium
1578,31,Male,Marketing,Masters,12,134693,12,15,21,5,1,Low
1579,56,Female,IT,PhD,21,28382,23,2,38,19,3,Medium
1580,50,Male,IT,Masters,2,130996,56,14,32,19,5,Medium
1581,36,Female,Finance,Bachelors,14,35065,28,10,23,13,4,Medium
1582,54,Male,Sales,Masters,21,105470,55,9,19,9,3,Medium
1583,28,Female,HR,Masters,27,34425,53,16,32,17,1,Low
1584,33,Female,Marketing,Bachelors,20,33111,4,3,30,8,5,Medium
1585,51,Female,HR,Bachelors,13,191871,34,16,39,11,5,Medium
1586,42,Male,Marketing,PhD,17,73257,18,3,7,9,1,Low
1587,52,Male,IT,Masters,27,143990,54,18,9,18,3,Medium
1588,45,Male,HR,Bachelors,28,147813,76,0,0,5,2,Low
1589,41,Male,Finance,Bachelors,13,101046,68,13,20,13,3,Medium
1590,58,Female,Sales,Masters,4,57851,43,10,24,7,4,Medium
1591,25,Female,Finance,Bachelors,20,28816,77,6,31,13,4,Medium
1592,49,Male,Sales,PhD,13,22175,37,16,45,10,3,Medium
1593,41,Male,HR,PhD,24,31341,61,3,45,15,4,Medium
1594,45,Male,HR,Masters,26,83908,21,9,9,19,2,Low
1595,53,Female,Sales,PhD,7,176726,72,16,47,5,2,Low
1596,57,Male,IT,Bachelors,27,79696,39,3,8,14,5,Medium
1597,55,Male,Marketing,Bachelors,27,103115,25,18,19,14,4,Medium
1598,57,Female,Finance,Bachelors,22,50194,4,17,47,13,3,Medium
1599,23,Female,Finance,Bachelors,14,185909,92,16,19,11,5,Medium
1600,36,Male,Finance,Masters,27,104358,53,5,39,1,2,Low
1601,55,Female,HR,PhD,28,192648,85,6,6,7,5,Medium
1602,57,Male,Finance,PhD,14,122548,48,5,10,18,1,Low
1603,27,Female,Marketing,Bachelors,29,170799,2,11,20,13,4,Medium
1604,33,Male,Marketing,Masters,18,54579,91,8,37,4,3,Medium
1605,24,Male,Sales,Bachelors,25,116554,37,17,46,8,2,Low
1606,39,Male,HR,Bachelors,19,167627,13,1,18,12,5,Medium
1607,42,Male,Marketing,Masters,5,73294,46,16,45,8,3,Medium
1608,36,Female,IT,Masters,18,69777,13,0,14,13,4,Medium
1609,54,Female,HR,Bachelors,26,156978,74,8,5,4,3,Medium
1610,56,Female,HR,PhD,24,60751,72,5,9,1,4,Medium
1611,47,Female,Marketing,Bachelors,7,128750,37,1,45,6,4,Medium
1612,29,Male,IT,PhD,5,94180,63,5,15,15,4,Medium
1613,57,Male,Sales,PhD,19,51644,43,8,44,10,5,Medium
